president	NN	I-NP	O
Mohamed	NNP	I-NP	I-PER
Moada	NNP	I-NP	I-PER
was	VBD	I-VP	O
sentenced	VBN	I-VP	O
last	JJ	I-NP	O
February	NNP	I-NP	O
to	TO	I-PP	O
11	CD	I-NP	O
years	NNS	I-NP	O
in	IN	I-PP	O
jail	NN	I-NP	O
on	IN	I-PP	O
charges	NNS	I-NP	O
of	IN	I-PP	O
having	VBG	I-VP	O
secret	JJ	I-NP	O
contacts	NNS	I-NP	O
with	IN	I-PP	O
Libyan	JJ	I-NP	I-MISC
agents	NNS	I-NP	O
and	CC	O	O
receiving	VBG	I-VP	O
money	NN	I-NP	O
from	IN	I-PP	O
Tripoli	NNP	I-NP	I-LOC
.	.	O	O

2:28.98	CD	I-NP	O
Svetlana	NNP	I-NP	I-PER
Masterkova	NNP	I-NP	I-PER
(	(	O	O
Russia	NNP	O	I-LOC
)	)	O	O
Brussels	NNP	I-NP	I-LOC
23.8.96	CD	I-NP	O

Northern	NNP	I-NP	O
Iraq	NNP	I-NP	I-LOC
has	VBZ	I-VP	O
been	VBN	I-VP	O
under	IN	I-PP	O
Iraqi	JJ	I-NP	I-MISC
Kurdish	JJ	I-NP	I-MISC
control	NN	I-NP	O
since	IN	I-PP	O
after	IN	B-PP	O
the	DT	I-NP	O
1991	CD	I-NP	O
Gulf	NNP	I-NP	I-MISC
War	NNP	I-NP	I-MISC
.	.	O	O

An	DT	I-NP	O
88-year-old	JJ	I-NP	O
woman	NN	I-NP	O
was	VBD	I-VP	O
taken	VBN	I-VP	O
to	TO	I-PP	O
hospital	NN	I-NP	O
with	IN	I-PP	O
leg	NN	I-NP	O
injuries	NNS	I-NP	O
,	,	O	O
according	VBG	I-PP	O
to	TO	B-PP	O
a	DT	I-NP	O
spokesman	NN	I-NP	O
for	IN	I-PP	O
Guernsey	NNP	I-NP	I-LOC
police	NN	I-NP	O
.	.	O	O

He	PRP	I-NP	O
was	VBD	I-VP	O
also	RB	I-ADVP	O
hoarse	JJ	I-NP	O
and	CC	I-NP	O
was	VBD	I-VP	O
giving	VBG	I-VP	O
his	PRP$	I-NP	O
voice	NN	I-NP	O
a	DT	B-NP	O
rest	NN	I-NP	O
.	.	O	O

But	CC	O	O
an	DT	I-NP	O
attending	VBG	I-NP	O
doctor	NN	I-NP	O
said	VBD	I-VP	O
Mother	NNP	I-NP	I-PER
Teresa	NNP	I-NP	I-PER
,	,	O	O
who	WP	I-NP	O
turns	VBZ	I-VP	O
86	CD	I-NP	O
next	JJ	B-NP	O
Tuesday	NNP	I-NP	O
,	,	O	O
was	VBD	I-VP	O
conscious	JJ	I-ADJP	O
and	CC	O	O
in	IN	I-PP	O
stable	JJ	I-NP	O
condition	NN	I-NP	O
.	.	O	O

"	"	O	O
There	EX	I-NP	O
is	VBZ	I-VP	O
tension	NN	I-NP	O
at	IN	I-PP	O
every	DT	I-NP	O
step	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
way	NN	I-NP	O
,	,	O	O
"	"	O	O
since	IN	I-PP	O
a	DT	I-NP	O
battle	JJ	I-NP	O
line	NN	I-NP	O
between	IN	I-PP	O
the	DT	I-NP	O
West	NNP	I-NP	O
and	CC	O	O
developing	VBG	I-NP	O
countries	NNS	I-NP	O
has	VBZ	I-VP	O
been	VBN	I-VP	O
drawn	VBN	I-VP	O
over	IN	I-PP	O
the	DT	I-NP	O
issue	NN	I-NP	O
of	IN	I-PP	O
linking	VBG	I-VP	O
trade	NN	I-NP	O
liberalisation	NN	I-NP	O
with	IN	I-PP	O
labour	NN	I-NP	O
rights	NNS	I-NP	O
,	,	O	O
he	PRP	I-NP	O
said	VBD	I-VP	O
.	.	O	O

BANGKOK	NNP	I-NP	I-LOC
1996-08-29	CD	I-NP	O

number	NN	I-NP	O
of	IN	I-PP	O
shares	NNS	I-NP	O

--	:	I-NP	O
London	NNP	I-NP	I-ORG
Newsroom	NNP	I-NP	I-ORG
+44	CD	I-NP	O
171	CD	I-NP	O
542	CD	I-NP	O
7717	CD	I-NP	O

Xiao	NNP	I-NP	I-PER
Qiang	NNP	I-NP	I-PER
,	,	O	O
executive	JJ	I-NP	O
director	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
New	NNP	I-NP	I-MISC
York-based	JJ	I-NP	I-MISC
group	NN	I-NP	O
Human	NNP	I-NP	I-ORG
Rights	NNPS	I-NP	I-ORG
in	IN	I-PP	I-ORG
China	NNP	I-NP	I-ORG
,	,	O	O
said	VBD	I-VP	O
Wang	NNP	I-NP	I-PER
's	POS	B-NP	O
arrest	NN	I-NP	O
on	IN	I-PP	O
Friday	NNP	I-NP	O
appeared	VBD	I-VP	O
to	TO	I-VP	O
be	VB	I-VP	O
part	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
national	JJ	I-NP	O
"	"	O	O
Strike	NN	I-NP	I-MISC
Hard	NNP	I-NP	I-MISC
"	"	O	O
campaign	NN	I-NP	O
that	WDT	B-NP	O
has	VBZ	I-VP	O
imprisoned	VBN	I-VP	O
thousands	NNS	I-NP	O
and	CC	O	O
sent	VBD	I-VP	O
hundreds	NNS	I-NP	O
to	TO	I-PP	O
their	PRP$	I-NP	O
death	NN	I-NP	O
.	.	O	O

Vancouver	NNP	I-NP	I-LOC
5	CD	I-NP	O
7	CD	I-NP	O

-------------------------	SYM	O	O

ALMERE	VBP	O	I-LOC
,	,	O	O
Netherlands	NNP	I-NP	I-LOC
1996-08-28	CD	I-NP	O

He	PRP	I-NP	O
said	VBD	I-VP	O
a	DT	I-NP	O
Turkish	JJ	I-NP	I-MISC
civil	JJ	I-NP	O
aviation	NN	I-NP	O
authority	NN	I-NP	O
official	NN	I-NP	O
had	VBD	I-VP	O
made	VBN	I-VP	O
the	DT	I-NP	O
same	JJ	I-NP	O
point	NN	I-NP	O
and	CC	O	O
he	PRP	I-NP	O
noted	VBD	I-VP	O
that	IN	I-SBAR	O
a	DT	I-NP	O
Turkish	JJ	I-NP	I-MISC
plane	NN	I-NP	O
had	VBD	I-VP	O
a	DT	I-NP	O
similar	JJ	I-NP	O
accident	NN	I-NP	O
there	RB	I-ADVP	O
in	IN	I-PP	O
1994	CD	I-NP	O
.	.	O	O

1.	CD	I-NP	O
Lars	NNP	I-NP	I-PER
Riedel	NNP	I-NP	I-PER
(	(	O	O
Germany	NNP	I-NP	I-LOC
)	)	O	O
66.74	CD	I-NP	O
metres	NNS	I-NP	O

Boby	JJ	I-NP	I-ORG
Brno	NNP	B-NP	I-ORG
1	CD	I-NP	O
Sigma	NNP	I-NP	I-ORG
Olomouc	NNP	I-NP	I-ORG
0	CD	I-NP	O

TENNIS	NNS	I-NP	O
-	:	O	O
RESULTS	NNP	I-NP	O
AT	NNP	I-NP	O
CANADIAN	JJ	O	I-MISC
OPEN	RP	I-PRT	I-MISC
.	.	O	O

HONG	IN	I-PP	I-LOC
KONG	VBG	I-VP	I-LOC
1996-08-29	CD	I-NP	O

-DOCSTART-	-X-	O	O

--	:	I-NP	O
Prague	NNP	I-NP	I-ORG
Newsroom	NNP	I-NP	I-ORG
,	,	O	O
42-2-2423-0003	CD	I-ADVP	O

"	"	O	O
He	PRP	I-NP	O
is	VBZ	I-VP	O
in	IN	I-PP	O
no	DT	I-NP	O
danger	NN	I-NP	O
and	CC	O	O
will	MD	I-VP	O
be	VB	I-VP	O
treated	VBN	I-VP	O
and	CC	O	O
observed	VBD	I-VP	O
this	DT	I-NP	O
evening	NN	I-NP	O
,	,	O	O
"	"	O	O
said	VBD	I-VP	O
Orioles	NNP	I-NP	I-ORG
team	NN	I-NP	O
physician	NN	I-NP	O
Dr.	NNP	I-NP	O
William	NNP	I-NP	I-PER
Goldiner	NNP	I-NP	I-PER
,	,	O	O
adding	VBG	I-VP	O
that	IN	I-SBAR	O
Johnson	NNP	I-NP	I-PER
is	VBZ	I-VP	O
expected	VBN	I-VP	O
to	TO	I-VP	O
be	VB	I-VP	O
released	VBN	I-VP	O
on	IN	I-PP	O
Friday	NNP	I-NP	O
.	.	O	O

An	DT	I-NP	O
Amtrak	NNP	I-NP	I-ORG
train	NN	I-NP	O
struck	VBD	I-VP	O
a	DT	I-NP	O
logging	NN	I-NP	O
truck	NN	I-NP	O
early	RB	I-ADVP	O
on	IN	I-PP	O
Tuesday	NNP	I-NP	O
and	CC	O	O
derailed	VBN	I-VP	O
,	,	O	O
Vermont	NNP	I-NP	I-LOC
state	NN	I-NP	O
police	NN	I-NP	O
said	VBD	I-VP	O
.	.	O	O

"	"	O	O
Go	VB	I-VP	O
home	NN	I-ADVP	O
.	.	O	O

But	CC	O	O
many	JJ	I-NP	O
in	IN	I-PP	O
the	DT	I-NP	O
market	NN	I-NP	O
thought	VBD	I-VP	O
Sakakibara	NNP	I-NP	I-PER
's	POS	B-NP	O
real	JJ	I-NP	O
intentions	NNS	I-NP	O
lay	VBD	I-VP	O
elsewhere	RB	I-ADVP	O
,	,	O	O
and	CC	O	O
took	VBD	I-VP	O
more	RBR	I-ADJP	O
notice	NN	I-NP	O
of	IN	I-PP	O
his	PRP$	I-NP	O
comments	NNS	I-NP	O
about	IN	I-PP	O
the	DT	I-NP	O
U.S.	NNP	I-NP	I-LOC
government	NN	I-NP	O
's	POS	B-NP	O
stance	NN	I-NP	O
on	IN	I-PP	O
the	DT	I-NP	O
dollar	NN	I-NP	O
,	,	O	O
dealers	NNS	I-NP	O
said	VBD	I-VP	O
.	.	O	O

Javier	NNP	I-NP	I-PER
Frana	NNP	I-NP	I-PER
(	(	O	O
Argentina	NNP	I-NP	I-LOC
)	)	O	O
vs.	IN	I-PP	O
3	CD	I-NP	O
-	:	I-NP	O
Thomas	NNP	I-NP	I-PER
Muster	NNP	I-NP	I-PER
(	(	O	O
Austria	NNP	I-NP	I-LOC
)	)	O	O

Guinea	NNP	I-NP	I-LOC
's	POS	B-NP	O
president	NN	I-NP	O
,	,	O	O
Lansana	NNP	I-NP	I-PER
Conte	NNP	I-NP	I-PER
,	,	O	O
vice-president	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
Organisation	NNP	I-NP	I-ORG
of	IN	I-PP	I-ORG
the	DT	I-NP	I-ORG
Islamic	NNP	I-NP	I-ORG
Conference	NNP	I-NP	I-ORG
,	,	O	O
left	VBD	I-VP	O
for	IN	I-PP	O
Kuwait	NNP	I-NP	I-LOC
on	IN	I-PP	O
August	NNP	I-NP	O
16	CD	I-NP	O
to	TO	I-VP	O
prepare	VB	I-VP	O
the	DT	I-NP	O
next	JJ	I-NP	O
OIC	NNP	I-NP	I-ORG
summit	NN	I-NP	O
in	IN	I-PP	O
Pakistan	NNP	I-NP	I-LOC
in	IN	I-PP	O
1997	CD	I-NP	O
.	.	O	O

BASEBALL	NNP	I-NP	O
-	:	O	O
GIANTS	NNS	I-NP	I-ORG
EDGE	NN	I-NP	O
PHILLIES	NNS	I-NP	I-ORG
1-0	NNP	I-NP	O
.	.	O	O

Organisers	NNS	I-NP	O
expect	VBP	I-VP	O
about	IN	I-PP	O
two-thirds	NNS	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
participants	NNS	I-NP	O
to	TO	I-VP	O
drop	VB	I-VP	O
out	RP	I-PRT	O
or	CC	O	O
be	VB	I-VP	O
disqualified	VBN	I-VP	O
before	IN	I-PP	O
the	DT	I-NP	O
finish	NN	I-NP	O
.	.	O	O

Attendance	NNP	I-NP	O
22,434	NNS	I-NP	O
.	.	O	O

Thousands	NNS	I-NP	O
of	IN	I-PP	O
farmers	NNS	I-NP	O
threw	VBD	I-VP	O
up	RB	I-ADVP	O
roadblocks	NNS	I-NP	O
across	IN	I-PP	O
France	NNP	I-NP	I-LOC
overnight	JJ	I-NP	O
,	,	O	O
stopping	VBG	I-VP	O
and	CC	I-VP	O
checking	NN	I-NP	O
lorries	NNS	I-NP	O
suspected	VBD	I-VP	O
of	IN	I-PP	O
importing	VBG	I-VP	O
meat	NN	I-NP	O
from	IN	I-PP	O
outside	IN	B-PP	O
the	DT	I-NP	O
European	NNP	I-NP	I-ORG
Union	NNP	I-NP	I-ORG
,	,	O	O
French	JJ	I-NP	I-MISC
radios	NNS	I-NP	O
reported	VBN	I-VP	O
on	IN	I-PP	O
Thursday	NNP	I-NP	O
.	.	O	O

After	IN	I-PP	O
reporting	VBG	I-VP	O
the	DT	I-NP	O
theft	NN	I-NP	O
to	TO	I-PP	O
the	DT	I-NP	O
police	NN	I-NP	O
,	,	O	O
they	PRP	I-NP	O
took	VBD	I-VP	O
a	DT	I-NP	O
bus	NN	I-NP	O
home	NN	I-NP	O
and	CC	O	O
reportedly	RB	I-VP	O
got	VBN	I-VP	O
off	IN	I-PP	O
the	DT	I-NP	O
bus	NN	I-NP	O
before	IN	I-PP	O
arriving	VBG	I-VP	O
in	IN	I-PP	O
their	PRP$	I-NP	O
home	NN	I-NP	O
village	NN	I-NP	O
of	IN	I-PP	O
Nandrin	NNP	I-NP	I-LOC
.	.	O	O

The	DT	I-NP	O
majority	NN	I-NP	O
shareholder	NN	I-NP	O
,	,	O	O
with	IN	I-PP	O
51	CD	I-NP	O
percent	NN	I-NP	O
,	,	O	O
or	CC	O	O
353.24	CD	I-NP	O
million	CD	I-NP	O
shares	NNS	I-NP	O
,	,	O	O
is	VBZ	I-VP	O
Jiangling	NNP	I-NP	I-ORG
Motors	NNPS	I-NP	I-ORG
Group	NNP	I-NP	I-ORG
.	.	O	O

Suvit	NN	I-NP	I-PER
said	VBD	I-VP	O
the	DT	I-NP	O
motive	NN	I-NP	O
for	IN	I-PP	O
their	PRP$	I-NP	O
intrusions	NNS	I-NP	O
was	VBD	I-VP	O
not	RB	I-VP	O
clear	VB	I-VP	O
but	CC	O	O
he	PRP	I-NP	O
had	VBD	I-VP	O
ordered	VBN	I-VP	O
reinforcements	NNS	I-NP	O
to	TO	I-VP	O
beef	VB	I-VP	O
up	RP	I-PRT	O
security	NN	I-NP	O
along	IN	I-PP	O
the	DT	I-NP	O
porous	JJ	I-NP	O
frontier	NN	I-NP	O
.	.	O	O

Emnid	NNP	I-NP	I-ORG
July	NNP	I-NP	O
7	CD	I-NP	O
39.0	CD	I-NP	O
32.0	CD	O	O
7.0	CD	I-NP	O
11.0	CD	I-NP	O
5.0	CD	I-NP	O

TENNIS	NNS	I-NP	O
-	:	O	O
RESULTS	NNP	I-NP	O
AT	NNP	I-NP	O
HAMLET	NNP	I-NP	I-MISC
CUP	NNP	I-NP	I-MISC
.	.	O	O

Second	JJ	I-NP	O
day	NN	I-NP	O

-DOCSTART-	-X-	O	O

Zaire	NNP	I-NP	I-LOC
installs	VBZ	I-VP	O
first	JJ	I-NP	O
election	NN	I-NP	O
delegates	NNS	I-NP	O
.	.	O	O

2.	NNP	I-NP	O
Norberto	NNP	I-NP	I-PER
Tellez	NNP	I-NP	I-PER
(	(	O	O
Cuba	NNP	I-NP	I-LOC
)	)	O	O
1:44.58	CD	I-NP	O

-DOCSTART-	-X-	O	O

A	DT	I-NP	O
Moscow	NNP	I-NP	I-LOC
street	NN	I-NP	O
vendor	NN	I-NP	O
stabbed	VBD	I-VP	O
to	TO	I-VP	O
death	VB	I-VP	O
a	DT	I-NP	O
woman	NN	I-NP	O
judge	NN	I-NP	O
in	IN	I-PP	O
a	DT	I-NP	O
city	NN	I-NP	O
court	NN	I-NP	O
on	IN	I-PP	O
Friday	NNP	I-NP	O
after	IN	I-SBAR	O
she	PRP	I-NP	O
fined	VBD	I-VP	O
him	PRP	I-NP	O
the	DT	B-NP	O
equivalent	NN	I-NP	O
of	IN	I-NP	O
seven	CD	I-NP	O
dollars	NNS	I-NP	O
for	IN	I-PP	O
trading	NN	I-NP	O
illegally	RB	I-ADVP	O
,	,	O	O
Interfax	NNP	I-NP	I-ORG
news	NN	I-NP	O
agency	NN	I-NP	O
said	VBD	I-VP	O
.	.	O	O

-DOCSTART-	-X-	O	O

SOCCER	NN	I-NP	O
-	:	O	O
NORWAY	NNP	I-NP	I-LOC
ELITE	NNP	I-NP	O
DIVISION	NNP	I-NP	O
RESULTS	NNS	I-NP	O
/	SYM	O	O
STANDINGS	NNS	I-NP	O
.	.	O	O

9/16	CD	I-NP	O
-	:	I-NP	O
Chen	NNP	I-NP	I-PER
Gang	NN	I-NP	I-PER
(	(	O	O
China	NNP	I-NP	I-LOC
)	)	O	O
beat	VB	I-VP	O
9/16	CD	I-NP	O
-	:	I-NP	O
Hermawan	NNP	I-NP	I-PER
Susanto	NNP	I-NP	I-PER
(	(	O	O
Indonesia	NNP	O	I-LOC
)	)	O	O

Come	VB	I-VP	O
on	IN	I-PRT	O
,	,	O	O
you	PRP	I-NP	O
know	VB	I-VP	O
better	JJR	I-ADJP	O
than	IN	I-PP	O
that	DT	I-NP	O
.	.	O	O
"	"	O	O

Lewis	NNP	I-NP	I-PER
71	CD	I-NP	O
10	CD	I-NP	O
264	CD	I-NP	O
1	CD	I-NP	O
264.00	CD	I-NP	O

Ericsson	NNP	I-NP	I-ORG
said	VBD	I-VP	O
in	IN	I-PP	O
a	DT	I-NP	O
statement	NN	I-NP	O
the	DT	B-NP	O
order	NN	I-NP	O
was	VBD	I-VP	O
from	IN	I-PP	O
the	DT	I-NP	O
Guangdong	NNP	I-NP	I-ORG
Post	NNP	I-NP	I-ORG
and	CC	I-NP	I-ORG
Telecommunications	NNP	I-NP	I-ORG
Administration	NNP	I-NP	I-ORG
(	(	O	O
GPTA	NNP	I-NP	I-ORG
)	)	O	O
.	.	O	O

Palestinian	NN	I-NP	I-MISC
officials	NNS	I-NP	O
accused	VBD	I-VP	O
right-wing	JJ	I-NP	O
Prime	NNP	I-NP	O
Minister	NNP	I-NP	O
Benjamin	NNP	I-NP	I-PER
Netanyahu	NNP	I-NP	I-PER
of	IN	I-PP	O
trying	VBG	I-VP	O
to	TO	I-VP	O
stop	VB	I-VP	O
the	DT	I-NP	O
Ramallah	NNP	I-NP	I-LOC
meeting	NN	I-NP	O
by	IN	I-PP	O
keeping	VBG	I-VP	O
Arafat	NNP	I-NP	I-PER
grounded	VBD	I-VP	O
.	.	O	O

6-3	CD	I-NP	O
4-6	JJ	I-NP	O
6-1	CD	I-NP	O

Imran	NNP	I-NP	I-PER
Khan	NNP	I-NP	I-PER
(	(	O	O
Pakistan	NNP	I-NP	I-LOC
)	)	O	O
362	CD	I-NP	O
,	,	I-NP	O
88	CD	I-NP	O

Women	NNS	I-NP	O
's	POS	B-NP	O
singles	NNS	I-NP	O

At	IN	I-PP	O
Tunbridge	NNP	I-NP	I-LOC
Wells	NNP	I-NP	I-LOC
:	:	O	O
Nottinghamshire	NNP	I-NP	I-ORG
214	CD	I-NP	O
and	CC	I-NP	O
167-6	CD	I-NP	O
(	(	O	O
C.	NNP	I-NP	I-PER
Tolley	NNP	I-NP	I-PER
64	CD	I-NP	O
not	RB	I-VP	O
out	RP	I-PRT	O
)	)	O	O
,	,	O	O
Kent	NNP	I-NP	I-ORG
244	CD	I-NP	O
(	(	O	O
C.	NNP	I-NP	I-PER
Hooper	NNP	I-NP	I-PER
58	CD	I-NP	O
;	:	O	O
C.	NNP	I-NP	I-PER
Tolley	NNP	I-NP	I-PER
4-68	CD	I-NP	O
,	,	O	O
K.	NNP	I-NP	I-PER
Evans	NNP	I-NP	I-PER
4-71	CD	I-NP	O
)	)	O	O

Spring	NNP	I-NP	I-LOC
Chg	NNP	I-NP	O
HRW	NNP	I-NP	O
12pct	CD	I-NP	O
Chg	NNP	I-NP	O
White	NNP	I-NP	O
Chg	NNP	I-NP	O

Unconfirmed	JJ	I-NP	O
news	NN	I-NP	O
reports	NNS	I-NP	O
said	VBD	I-VP	O
a	DT	I-NP	O
vehicle	NN	I-NP	O
belonging	VBG	I-VP	O
to	TO	I-PP	O
them	PRP	I-NP	O
was	VBD	I-VP	O
found	VBN	I-VP	O
abandoned	VBN	I-VP	O
at	IN	I-PP	O
Santa	NNP	I-NP	I-LOC
Maria	NNP	I-NP	I-LOC
de	NNP	I-NP	I-LOC
Pocosol	NNP	I-NP	I-LOC
,	,	O	O
about	RB	I-NP	O
12	CD	I-NP	O
miles	NNS	I-NP	O
(	(	O	O
20	CD	I-NP	O
km	NN	I-NP	O
)	)	O	O
north	RB	I-ADVP	O
of	IN	I-PP	O
the	DT	I-NP	O
site	NN	I-NP	O
of	IN	I-PP	O
the	DT	I-NP	O
abduction	NN	I-NP	O
.	.	O	O

-DOCSTART-	-X-	O	O

LONDON	NNP	I-NP	I-LOC
1996-08-25	CD	I-NP	O

The	DT	I-NP	O
won	VBN	I-NP	O
ended	VBD	I-VP	O
at	IN	I-PP	O
831.00	CD	I-NP	O
,	,	O	O
slightly	RB	I-ADJP	O
down	IN	I-ADJP	O
from	IN	I-PP	O
an	DT	I-NP	O
opening	NN	I-NP	O
of	IN	I-PP	O
830.60	CD	I-NP	O
.	.	O	O

Ross	NNP	I-NP	I-ORG
County	NNP	I-NP	I-ORG
17	CD	I-NP	O
8	CD	I-NP	O
3	CD	I-NP	O
6	CD	I-NP	O
27	CD	I-NP	O
23	CD	I-NP	O
27	CD	I-NP	O

Italy	NNP	I-NP	I-LOC
's	POS	B-NP	O
Dini	NNP	I-NP	I-PER
meets	VBZ	I-VP	O
Burundi	NNP	I-NP	I-LOC
negotiator	NN	I-NP	O
Nyerere	NNS	I-NP	I-PER
.	.	O	O

Strikers	NNS	I-NP	O
-	:	O	O
Kubilay	NNP	I-NP	I-PER
Turkyilmaz	NNP	I-NP	I-PER
(	(	O	O
Grasshoppers	NNPS	I-NP	I-ORG
)	)	O	O
,	,	O	O
Adrian	NNP	I-NP	I-PER
Knup	NNP	I-NP	I-PER
(	(	O	O
Galatasaray	NNP	I-NP	I-ORG
)	)	O	O
,	,	O	O
Christophe	NNP	I-NP	I-PER
Bonvin	NNP	I-NP	I-PER
(	(	O	O
Sion	NNP	I-NP	I-ORG
)	)	O	O
,	,	O	O
Stephane	NNP	I-NP	I-PER
Chapuisat	NNP	I-NP	I-PER
(	(	O	O
Borussia	NNP	I-NP	I-ORG
Dortmund	NNP	I-NP	I-ORG
)	)	O	O
.	.	O	O

------------------------------------------------------------	SYM	O	O

9.	CD	I-NP	O
Jeremy	NNP	B-NP	I-PER
Wotherspoon	NNP	I-NP	I-PER
(	(	O	O
Canada	NNP	I-NP	I-LOC
)	)	O	O
1:16.75	CD	I-NP	O

LAGOS	NNP	I-NP	I-LOC
1996-08-28	CD	I-NP	O

S.	NNP	I-NP	I-PER
Campbell	NNP	I-NP	I-PER
69	CD	I-NP	O
;	:	O	O
G.	NNP	I-NP	I-PER
Rose	NNP	I-NP	I-PER
7-73	CD	I-NP	O
)	)	O	O
.	.	O	O

Samsung	NNP	I-NP	I-ORG
49	CD	I-NP	O
5	CD	I-NP	O
56	CD	I-NP	O
.468	CD	I-NP	O
14	CD	I-NP	O

5.	CD	I-NP	O
Damon	NNP	B-NP	I-PER
Hill	NNP	I-NP	I-PER
(	(	O	O
Britain	NNP	O	I-LOC
)	)	O	O
Williams	NNP	I-NP	I-PER
29.179	CD	I-NP	O

OAKLAND	NNP	I-NP	I-ORG
63	CD	I-NP	O
71	CD	I-NP	O
.470	CD	I-NP	O
13	CD	I-NP	O
1/2	CD	I-NP	O

Then	RB	I-ADVP	O
we	PRP	I-NP	O
'll	MD	I-VP	O
see	VB	I-VP	O
if	IN	I-SBAR	O
Arantxa	NNP	I-NP	I-PER
will	MD	I-VP	O
be	VB	I-VP	O
there	RB	I-ADVP	O
,	,	O	O
too	RB	I-ADVP	O
.	.	O	O
"	"	O	O

Buducnost	VB	I-VP	I-ORG
3	CD	I-NP	O
1	CD	I-NP	O
0	CD	I-NP	O
2	CD	I-NP	O
3	CD	I-NP	O
5	CD	I-NP	O
3	CD	I-NP	O

13.	CD	I-NP	O
Barbara	NNP	I-NP	I-PER
Merlin	NNP	I-NP	I-PER
(	(	O	O
Italy	NNP	I-NP	I-LOC
)	)	O	O
1:18.67	CD	I-NP	O

Mexico	NNP	I-NP	I-LOC
-	:	O	O
1	CD	I-NP	O
-	:	I-NP	O
Osvaldo	NNP	I-NP	I-PER
Sanchez	NNP	I-NP	I-PER
(	(	O	O
12	CD	I-NP	O
-	:	I-NP	O
Alfonso	NNP	I-NP	I-PER
Rios	NNP	I-NP	I-PER
78th	CD	I-NP	O
)	)	O	O
;	:	O	O
13	CD	I-NP	O
-	:	I-NP	O
Pavel	NNP	I-NP	I-PER
Pardo	NNP	I-NP	I-PER
,	,	O	O
2	CD	I-NP	O
-	:	I-NP	O
Claudio	NNP	I-NP	I-PER
Suarez	NNP	I-NP	I-PER
,	,	O	O
5	CD	I-NP	O
-	:	I-NP	O
Duilio	NNP	I-NP	I-PER
Davino	NNP	I-NP	I-PER
(	(	O	O
Becerril	NNP	I-NP	I-PER
46th	JJ	I-NP	O
)	)	O	O
,	,	O	O
4	CD	I-NP	O
-	:	I-NP	O
German	JJ	I-NP	I-PER
Villa	NNP	I-NP	I-PER
(	(	O	O
16	CD	I-NP	O
-	:	I-NP	O
Gomez	NNP	I-NP	I-PER
86th	NNP	I-NP	O
)	)	O	O
;	:	O	O
14	CD	I-NP	O
-	:	I-NP	O
Joaquin	NNP	I-NP	I-PER
del	FW	I-NP	I-PER
Olmo	NNP	I-NP	I-PER
,	,	O	O
6	CD	I-NP	O
-	:	I-NP	O
Raul	NNP	I-NP	I-PER
Rodrigo	NNP	I-NP	I-PER
Lara	NNP	I-NP	I-PER
(	(	O	O
11	CD	I-NP	O
-	:	I-NP	O
Cuauhtemoc	NNP	I-NP	I-PER
Blanco	NNP	I-NP	I-PER
65th	JJ	I-NP	O
)	)	O	O
,	,	O	O
8	CD	I-NP	O
-	:	I-NP	O
Alberto	NNP	I-NP	I-PER
Garcia	NNP	I-NP	I-PER
Aspe	NNP	I-NP	I-PER
,	,	O	O
7	CD	I-NP	O
-	:	I-NP	O
Ramon	NNP	I-NP	I-PER
Ramirez	NNP	I-NP	I-PER
(	(	O	O
15	CD	I-NP	O
-	:	I-NP	O
Jesus	NNP	I-NP	I-PER
Arellano	NNP	I-NP	I-PER
71st	CD	I-NP	O
)	)	O	O
;	:	O	O
18	CD	I-NP	O
-	:	I-NP	O
Enrique	NNP	I-NP	I-PER
Alfaro	NNP	I-NP	I-PER
(	(	O	O
17	CD	I-NP	O
-	:	I-NP	O
Francisco	NNP	I-NP	I-PER
Palencia	NNP	I-NP	I-PER
78th	CD	I-NP	O
)	)	O	O
,	,	O	O
10	CD	I-NP	O
-	:	I-NP	O
Luis	NNP	I-NP	I-PER
Garcia	NNP	I-NP	I-PER
(	(	O	O
19	CD	I-NP	O
-	:	I-NP	O
Ricardo	NNP	I-NP	I-PER
Pelaez	NNP	I-NP	I-PER
69th	JJ	I-NP	O
)	)	O	O
.	.	O	O

-DOCSTART-	-X-	-X-	O

Defending	VBG	I-VP	O
champions	NNS	I-NP	O
Ajax	NNP	I-NP	I-ORG
Amsterdam	NNP	I-NP	I-ORG
were	VBD	I-VP	O
defeated	VBN	I-VP	O
2-0	CD	I-NP	O
loss	NN	I-NP	O
away	RB	I-ADVP	O
to	TO	I-PP	O
Heerenveen	NNP	I-NP	I-ORG
on	IN	I-PP	O
Saturday	NNP	I-NP	O
.	.	O	O

Two	CD	I-NP	O
Americans	NNPS	I-NP	I-MISC
,	,	O	O
seventh	JJ	I-NP	O
seed	NN	I-NP	O
Todd	NNP	I-NP	I-PER
Martin	NNP	I-NP	I-PER
and	CC	O	O
unseeded	JJ	I-NP	O
Alex	NNP	I-NP	I-PER
O'Brien	NNP	I-NP	I-PER
,	,	O	O
will	MD	I-VP	O
meet	VB	I-VP	O
on	IN	I-PP	O
